Season,Name,Basin,BasinName,OceanCode,Ocean,StormType,MaxWindMPH,MaxWindKM,MinPressure,StartDate,EndDate,StormLength,Lat,Lon
2011,VANIA,SP,South Pacific,P,Pacific,Not Reported,63,101,973,09JAN2011,15JAN2011,6,-19.8,167.9
2011,VINCE,SI,South Indian,I,Indian,Not Reported,46,74,986,09JAN2011,16JAN2011,7,-15.8,108
2011,ZELIA,SP,South Pacific,P,Pacific,Not Reported,115,185,943,12JAN2011,18JAN2011,6,-18.5,158.05
2011,WILMA,SP,South Pacific,P,Pacific,Not Reported,115,185,939,20JAN2011,30JAN2011,10,-23.2,176
2011,BIANCA,SI,South Indian,I,Indian,Not Reported,109,175,949,21JAN2011,30JAN2011,9,-22.8,110.11
2011,ANTHONY,SP,South Pacific,P,Pacific,Not Reported,58,93,989,23JAN2011,30JAN2011,7,-19.9,148.2
2011,YASI,SP,South Pacific,P,Pacific,Not Reported,127,204,929,28JAN2011,03FEB2011,6,-17.1,148.1
2011,ZAKA,SP,South Pacific,P,Pacific,Not Reported,58,93,985,05FEB2011,08FEB2011,3,-25.7,-177.2
2011,BINGIZA,SI,South Indian,I,Indian,Extratropical,98,158,957,06FEB2011,21FEB2011,15,-15.5,53
2011,CARLOS,SI,South Indian,I,Indian,Not Reported,75,121,969,14FEB2011,27FEB2011,13,-25.43,107.6
2011,DIANNE,SI,South Indian,I,Indian,Not Reported,86,138,960,14FEB2011,23FEB2011,9,-22.73,107.76
2011,ATU,SP,South Pacific,P,Pacific,Not Reported,104,167,940,16FEB2011,27FEB2011,11,-17.2,169.5
2011,CHERONO,SI,South Indian,I,Indian,Tropical,46,74,993,13MAR2011,25MAR2011,12,-16.1,73.5
2011,BUNE,SP,South Pacific,P,Pacific,Not Reported,81,130,967,23MAR2011,02APR2011,10,-22.5,-179.5
2011,TWENTY,SI,South Indian,I,Indian,Not Reported,35,56,994,26MAR2011,08APR2011,13,-13.5,127.7
2011,920102011,SI,South Indian,I,Indian,Extratropical,58,93,985,11APR2011,16APR2011,5,-32.3,47.1
2011,ERROL,SI,South Indian,I,Indian,Not Reported,63,101,986,12APR2011,18APR2011,6,-11.32,124.81
2011,AERE,WP,West Pacific,P,Pacific,Extratropical,46,74,978,06MAY2011,15MAY2011,9,15.1,123.1
2011,SONGDA,WP,West Pacific,P,Pacific,Extratropical,121,195,920,19MAY2011,02JUN2011,14,15.6,125.8
2011,ADRIAN,EP,East Pacific,P,Pacific,Disturbance,138,222,944,07JUN2011,14JUN2011,7,14.5,-105.3
2011,SARIKA,WP,West Pacific,P,Pacific,Tropical,46,74,996,08JUN2011,11JUN2011,3,17.3,117.9
2011,ONE,NI,North Indian,I,Indian,Not Reported,29,47,996,11JUN2011,12JUN2011,1,20,71.5
2011,HAIMA,WP,West Pacific,P,Pacific,Tropical,46,74,985,16JUN2011,25JUN2011,9,20.3,113.1
2011,BEATRIZ,EP,East Pacific,P,Pacific,Tropical,92,148,977,18JUN2011,22JUN2011,4,18.5,-104
2011,MEARI,WP,West Pacific,P,Pacific,Extratropical,69,111,975,20JUN2011,27JUN2011,7,23.6,125
2011,ARLENE,NA,North Atlantic,A,Atlantic,Tropical,63,101,993,28JUN2011,01JUL2011,3,21.6,-97
2011,CALVIN,EP,East Pacific,P,Pacific,Disturbance,81,130,984,07JUL2011,14JUL2011,7,16.7,-109.1
2011,MA-ON,WP,West Pacific,P,Pacific,Extratropical,109,175,935,11JUL2011,31JUL2011,20,21.2,137.9
2011,TOKAGE,WP,West Pacific,P,Pacific,Tropical,40,64,1000,13JUL2011,15JUL2011,2,14.2,132.9
2011,BRET,NA,North Atlantic,A,Atlantic,Disturbance,69,111,995,16JUL2011,23JUL2011,7,27.8,-77.1
2011,DORA,EP,East Pacific,P,Pacific,Disturbance,155,249,929,18JUL2011,26JUL2011,8,16.9,-106.5
2011,CINDY,NA,North Atlantic,A,Atlantic,Disturbance,69,111,994,20JUL2011,23JUL2011,3,41.3,-46.1
2011,NOCK-TEN,WP,West Pacific,P,Pacific,Tropical,58,93,985,24JUL2011,31JUL2011,7,18.1,115.5
2011,DON,NA,North Atlantic,A,Atlantic,Disturbance,52,84,997,27JUL2011,30JUL2011,3,24.6,-91.9
2011,MUIFA,WP,West Pacific,P,Pacific,Extratropical,109,175,930,27JUL2011,15AUG2011,19,16.6,132.4
2011,EUGENE,EP,East Pacific,P,Pacific,Disturbance,138,222,942,30JUL2011,10AUG2011,11,15.9,-115.3
2011,EMILY,NA,North Atlantic,A,Atlantic,Disturbance,52,84,1003,02AUG2011,07AUG2011,5,16,-66.2
2011,MERBOK,WP,West Pacific,P,Pacific,Extratropical,58,93,980,02AUG2011,12AUG2011,10,28.1,154
2011,FRANKLIN,NA,North Atlantic,A,Atlantic,Extratropical,46,74,1004,12AUG2011,16AUG2011,4,38.6,-59
2011,GERT,NA,North Atlantic,A,Atlantic,Disturbance,63,101,1000,13AUG2011,17AUG2011,4,31.6,-63.2
2011,FERNANDA,EP,East Pacific,P,Pacific,Disturbance,69,111,992,14AUG2011,21AUG2011,7,12.9,-139.5
2011,GREG,EP,East Pacific,P,Pacific,Disturbance,86,138,979,16AUG2011,23AUG2011,7,18.3,-110.8
2011,HARVEY,NA,North Atlantic,A,Atlantic,Tropical,63,101,994,19AUG2011,22AUG2011,3,17,-88.3
2011,IRENE,NA,North Atlantic,A,Atlantic,Extratropical,121,195,942,21AUG2011,30AUG2011,9,21.9,-73.3
2011,NANMADOL,WP,West Pacific,P,Pacific,Tropical,115,185,925,21AUG2011,31AUG2011,10,16.7,123.9
2011,TALAS,WP,West Pacific,P,Pacific,Extratropical,58,93,970,23AUG2011,07SEP2011,15,22.6,139.5
2011,TEN,NA,North Atlantic,A,Atlantic,Disturbance,35,56,1006,25AUG2011,27AUG2011,2,12.3,-29
2011,JOSE,NA,North Atlantic,A,Atlantic,Disturbance,46,74,1006,26AUG2011,29AUG2011,3,29.8,-65.5
2011,KATIA,NA,North Atlantic,A,Atlantic,Extratropical,138,222,942,28AUG2011,12SEP2011,15,25.6,-64
2011,EIGHT,EP,East Pacific,P,Pacific,Disturbance,35,56,1002,31AUG2011,02SEP2011,2,17.1,-101.9
2011,LEE,NA,North Atlantic,A,Atlantic,Extratropical,58,93,986,02SEP2011,06SEP2011,4,29,-92
2011,NORU,WP,West Pacific,P,Pacific,Extratropical,46,74,982,02SEP2011,09SEP2011,7,24.7,151.4
2011,MARIA,NA,North Atlantic,A,Atlantic,Tropical,81,130,983,06SEP2011,16SEP2011,10,36.8,-64.8
2011,NATE,NA,North Atlantic,A,Atlantic,Disturbance,75,121,994,06SEP2011,12SEP2011,6,19.7,-92.3
2011,KULAP,WP,West Pacific,P,Pacific,Tropical,40,64,1000,06SEP2011,11SEP2011,5,21.2,135.3
2011,ROKE,WP,West Pacific,P,Pacific,Extratropical,98,158,940,09SEP2011,24SEP2011,15,30.3,133.6
2011,SONCA,WP,West Pacific,P,Pacific,Extratropical,81,130,970,14SEP2011,21SEP2011,7,34.6,144.3
2011,OPHELIA,NA,North Atlantic,A,Atlantic,Extratropical,138,222,940,20SEP2011,04OCT2011,14,32.8,-62.5
2011,HILARY,EP,East Pacific,P,Pacific,Disturbance,144,232,942,21SEP2011,03OCT2011,12,16.2,-102.7
2011,PHILIPPE,NA,North Atlantic,A,Atlantic,Extratropical,92,148,976,23SEP2011,09OCT2011,16,28.2,-59.7
2011,NESAT,WP,West Pacific,P,Pacific,Tropical,92,148,950,23SEP2011,30SEP2011,7,16.2,122.9
2011,HAITANG,WP,West Pacific,P,Pacific,Tropical,40,64,996,24SEP2011,27SEP2011,3,16.4,113.1
2011,NALGAE,WP,West Pacific,P,Pacific,Tropical,109,175,935,26SEP2011,05OCT2011,9,16.8,122.7
2011,IRWIN,EP,East Pacific,P,Pacific,Disturbance,98,158,976,04OCT2011,18OCT2011,14,13.8,-120.5
2011,JOVA,EP,East Pacific,P,Pacific,Tropical,127,204,955,05OCT2011,12OCT2011,7,16.5,-106.5
2011,TWELVE,EP,East Pacific,P,Pacific,Disturbance,35,56,1004,06OCT2011,13OCT2011,7,13.1,-93.8
2011,BANYAN,WP,West Pacific,P,Pacific,Tropical,40,64,1002,09OCT2011,14OCT2011,5,7.7,128.9
2011,TWO,NI,North Indian,I,Indian,Not Reported,6,10,1000,19OCT2011,20OCT2011,1,20.5,91.5
2011,RINA,NA,North Atlantic,A,Atlantic,Disturbance,115,185,966,22OCT2011,29OCT2011,7,17.3,-84.2
2011,KEILA,NI,North Indian,I,Indian,Not Reported,40,64,996,29OCT2011,04NOV2011,6,16,55
2011,FOUR,NI,North Indian,I,Indian,Not Reported,35,56,1000,06NOV2011,10NOV2011,4,13.5,60
2011,SEAN,NA,North Atlantic,A,Atlantic,Extratropical,63,101,982,06NOV2011,12NOV2011,6,27.9,-70.4
2011,KENNETH,EP,East Pacific,P,Pacific,Disturbance,144,232,940,18NOV2011,26NOV2011,8,12.9,-113.4
2011,FIVE,NI,North Indian,I,Indian,Not Reported,35,56,998,26NOV2011,01DEC2011,5,13.5,70
2011,WASHI,WP,West Pacific,P,Pacific,Tropical,58,93,992,13DEC2011,19DEC2011,6,7.9,126.9
2011,THANE,NI,North Indian,I,Indian,Not Reported,86,138,969,25DEC2011,30DEC2011,5,12,82.5
2010,ANJA,SI,South Indian,I,Indian,Tropical,104,167,950,13NOV2009,20NOV2009,7,-13.1,69.9
2010,BONGANI,SI,South Indian,I,Indian,Tropical,46,74,996,20NOV2009,26NOV2009,6,-8.4,53.9
2010,CLEO,SI,South Indian,I,Indian,Tropical,121,195,930,05DEC2009,17DEC2009,12,-11,75.6
2010,LAURENCE,SI,South Indian,I,Indian,Not Reported,127,204,925,08DEC2009,23DEC2009,15,-15.22,124.4
2010,DAVID,SI,South Indian,I,Indian,Tropical,52,84,987,12DEC2009,31DEC2009,19,-13.1,67
2010,MICK,SP,South Pacific,P,Pacific,Not Reported,69,111,975,12DEC2009,16DEC2009,4,-17.3,177.3
2010,EDZANI,SI,South Indian,I,Indian,Extratropical,138,222,910,04JAN2010,15JAN2010,11,-16.1,77
2010,MAGDA,SI,South Indian,I,Indian,Not Reported,81,130,975,18JAN2010,24JAN2010,6,-15.6,124.5
2010,NEVILLE,SP,South Pacific,P,Pacific,Not Reported,40,64,995,19JAN2010,21JAN2010,2,-14.65,147.25
2010,OLGA,SP,South Pacific,P,Pacific,Not Reported,58,93,983,21JAN2010,30JAN2010,9,-16.15,148.25
2010,NISHA,SP,South Pacific,P,Pacific,Not Reported,46,74,990,26JAN2010,29JAN2010,3,-19.8,-163.8
2010,OLI,SP,South Pacific,P,Pacific,Not Reported,115,185,925,29JAN2010,08FEB2010,10,-18.4,-152.4
2010,FAMI,SI,South Indian,I,Indian,Tropical,52,84,990,01FEB2010,03FEB2010,2,-20.8,43.6
2010,PAT,SP,South Pacific,P,Pacific,Not Reported,86,138,960,06FEB2010,11FEB2010,5,-18.1,-159.3
2010,RENE,SP,South Pacific,P,Pacific,Not Reported,98,158,945,09FEB2010,19FEB2010,10,-16.6,-171.4
2010,GELANE,SI,South Indian,I,Indian,Tropical,127,204,930,15FEB2010,25FEB2010,10,-17.4,62.1
2010,SEVENTEEN,SP,South Pacific,P,Pacific,Not Reported,40,64,995,20FEB2010,28FEB2010,8,-16.6,-163.2
2010,HUBERT,SI,South Indian,I,Indian,Tropical,63,101,985,07MAR2010,15MAR2010,8,-21,48.5
2010,TOMAS,SP,South Pacific,P,Pacific,Not Reported,115,185,925,10MAR2010,20MAR2010,10,-15.1,-179.5
2010,ULUI,SP,South Pacific,P,Pacific,Not Reported,121,195,937,14MAR2010,20MAR2010,6,-12.85,160
2010,IMANI,SI,South Indian,I,Indian,Tropical,81,130,965,20MAR2010,28MAR2010,8,-19.3,85.5
2010,OMAIS,WP,West Pacific,P,Pacific,Tropical,40,64,998,22MAR2010,26MAR2010,4,13.6,133.4
2010,PAUL,SP,South Pacific,P,Pacific,Not Reported,81,130,971,24MAR2010,02APR2010,9,-13.3,135.94
2010,ROBYN,SI,South Indian,I,Indian,Not Reported,69,111,980,01APR2010,07APR2010,6,-15.6,91.4
2010,SEAN,SI,South Indian,I,Indian,Not Reported,63,101,988,20APR2010,26APR2010,6,-15.1,113.3
2010,LAILA,NI,North Indian,I,Indian,Not Reported,63,101,986,17MAY2010,21MAY2010,4,13.5,81.5
2010,BANDU,NI,North Indian,I,Indian,Not Reported,46,74,994,19MAY2010,22MAY2010,3,12.5,51.5
2010,JOEL,SI,South Indian,I,Indian,Tropical,69,111,990,22MAY2010,29MAY2010,7,-25.6,43.9
2010,AGATHA,EP,East Pacific,P,Pacific,Disturbance,46,74,1001,28MAY2010,30MAY2010,2,13.9,-92.5
2010,PHET,NI,North Indian,I,Indian,Not Reported,98,158,964,31MAY2010,07JUN2010,7,18,60.5
2010,BLAS,EP,East Pacific,P,Pacific,Disturbance,63,101,994,15JUN2010,23JUN2010,8,16.5,-109.6
2010,TWO,EP,East Pacific,P,Pacific,Tropical,35,56,1007,16JUN2010,17JUN2010,1,14.9,-95.9
2010,CELIA,EP,East Pacific,P,Pacific,Disturbance,161,259,921,18JUN2010,30JUN2010,12,12.9,-115.4
2010,DARBY,EP,East Pacific,P,Pacific,Disturbance,121,195,959,20JUN2010,29JUN2010,9,13.6,-101.3
2010,ALEX,NA,North Atlantic,A,Atlantic,Tropical,109,175,946,24JUN2010,02JUL2010,8,24.2,-97.7
2010,TWO,NA,North Atlantic,A,Atlantic,Disturbance,35,56,1005,07JUL2010,10JUL2010,3,22.8,-92.8
2010,CONSON,WP,West Pacific,P,Pacific,Tropical,81,130,970,11JUL2010,18JUL2010,7,17.6,110.2
2010,SIX,EP,East Pacific,P,Pacific,Disturbance,35,56,1006,14JUL2010,18JUL2010,4,14.5,-105.6
2010,CHANTHU,WP,West Pacific,P,Pacific,Tropical,81,130,970,17JUL2010,23JUL2010,6,20.5,111.5
2010,BONNIE,NA,North Atlantic,A,Atlantic,Disturbance,46,74,1005,22JUL2010,25JUL2010,3,23.7,-77.5
2010,COLIN,NA,North Atlantic,A,Atlantic,Tropical,58,93,1005,02AUG2010,08AUG2010,6,25,-66.1
2010,ESTELLE,EP,East Pacific,P,Pacific,Disturbance,63,101,994,04AUG2010,10AUG2010,6,17.3,-109.2
2010,DIANMU,WP,West Pacific,P,Pacific,Extratropical,58,93,985,07AUG2010,13AUG2010,6,26.4,125.6
2010,FIVE,NA,North Atlantic,A,Atlantic,Disturbance,35,56,1007,10AUG2010,18AUG2010,8,25.9,-83.7
2010,EIGHT,EP,East Pacific,P,Pacific,Disturbance,35,56,1003,20AUG2010,23AUG2010,3,18.2,-107.2
2010,DANIELLE,NA,North Atlantic,A,Atlantic,Extratropical,132,212,942,21AUG2010,03SEP2010,13,27.1,-60.1
2010,FRANK,EP,East Pacific,P,Pacific,Disturbance,92,148,978,21AUG2010,29AUG2010,8,17.9,-109.9
2010,MINDULLE,WP,West Pacific,P,Pacific,Tropical,52,84,985,22AUG2010,25AUG2010,3,18,107.3
2010,EARL,NA,North Atlantic,A,Atlantic,Extratropical,144,232,927,24AUG2010,06SEP2010,13,28.6,-74.3
2010,LIONROCK,WP,West Pacific,P,Pacific,Tropical,58,93,985,27AUG2010,04SEP2010,8,20.8,116.7
2010,KOMPASU,WP,West Pacific,P,Pacific,Extratropical,92,148,960,28AUG2010,06SEP2010,9,25.1,129.4
2010,NAMTHEUN,WP,West Pacific,P,Pacific,Tropical,40,64,996,29AUG2010,31AUG2010,2,25.9,122
2010,FIONA,NA,North Atlantic,A,Atlantic,Disturbance,63,101,998,30AUG2010,04SEP2010,5,19.5,-62.5
2010,GASTON,NA,North Atlantic,A,Atlantic,Disturbance,40,64,1005,01SEP2010,08SEP2010,7,12.7,-35
2010,MALOU,WP,West Pacific,P,Pacific,Tropical,58,93,992,01SEP2010,10SEP2010,9,31.4,126.5
2010,HERMINE,EP,East Pacific,P,Pacific,Disturbance,35,56,1004,03SEP2010,05SEP2010,2,14.9,-94.1
2010,TEN,EP,East Pacific,P,Pacific,Disturbance,35,56,1003,03SEP2010,05SEP2010,2,19.3,-109
2010,HERMINE,NA,North Atlantic,A,Atlantic,Disturbance,69,111,989,05SEP2010,10SEP2010,5,25.3,-97.4
2010,MERANTI,WP,West Pacific,P,Pacific,Extratropical,63,101,985,07SEP2010,14SEP2010,7,24.3,118.8
2010,IGOR,NA,North Atlantic,A,Atlantic,Extratropical,155,249,924,08SEP2010,23SEP2010,15,18.9,-53.5
2010,JULIA,NA,North Atlantic,A,Atlantic,Disturbance,138,222,948,12SEP2010,24SEP2010,12,17.7,-32.2
2010,KARL,NA,North Atlantic,A,Atlantic,Tropical,127,204,956,13SEP2010,18SEP2010,5,19.6,-95.6
2010,FANAPI,WP,West Pacific,P,Pacific,Tropical,109,175,930,14SEP2010,21SEP2010,7,23.8,123.8
2010,LISA,NA,North Atlantic,A,Atlantic,Disturbance,86,138,982,20SEP2010,29SEP2010,9,20.4,-27.8
2010,GEORGETTE,EP,East Pacific,P,Pacific,Tropical,40,64,999,20SEP2010,23SEP2010,3,20.1,-108.6
2010,MALAKAS,WP,West Pacific,P,Pacific,Extratropical,98,158,945,20SEP2010,27SEP2010,7,30.9,142.8
2010,MATTHEW,NA,North Atlantic,A,Atlantic,Disturbance,58,93,998,23SEP2010,26SEP2010,3,14.6,-83
2010,NICOLE,NA,North Atlantic,A,Atlantic,Extratropical,46,74,994,28SEP2010,30SEP2010,2,21,-82.7
2010,OTTO,NA,North Atlantic,A,Atlantic,Disturbance,86,138,976,06OCT2010,17OCT2010,11,27.2,-61.7
2010,PAULA,NA,North Atlantic,A,Atlantic,Disturbance,104,167,981,11OCT2010,15OCT2010,4,18.8,-85.9
2010,MEGI,WP,West Pacific,P,Pacific,Tropical,144,232,885,13OCT2010,24OCT2010,11,17.6,124.2
2010,RICHARD,NA,North Atlantic,A,Atlantic,Disturbance,98,158,977,19OCT2010,26OCT2010,7,17.2,-88.2
2010,GIRI,NI,North Indian,I,Indian,Not Reported,121,195,950,20OCT2010,23OCT2010,3,19.5,93.5
2010,CHABA,WP,West Pacific,P,Pacific,Extratropical,109,175,930,23OCT2010,01NOV2010,9,24.8,129.2
2010,SHARY,NA,North Atlantic,A,Atlantic,Extratropical,75,121,989,28OCT2010,30OCT2010,2,31.3,-64
2010,TOMAS,NA,North Atlantic,A,Atlantic,Extratropical,98,158,982,29OCT2010,10NOV2010,12,13.4,-61.2
2010,JAL,NI,North Indian,I,Indian,Not Reported,69,111,988,04NOV2010,08NOV2010,4,11,84.5
2010,TD1219,EP,East Pacific,P,Pacific,Not Reported,52,84,997,17DEC2010,22DEC2010,5,20.4,-178.9
2009,ASMA,SI,South Indian,I,Indian,Tropical,52,84,988,15OCT2008,24OCT2008,9,-12.1,62
2009,THREE,SI,South Indian,I,Indian,Tropical,40,64,995,13NOV2008,20NOV2008,7,-9.4,82.4
2009,ANIKA,SI,South Indian,I,Indian,Not Reported,58,93,990,17NOV2008,22NOV2008,5,-12.7,100.3
2009,CINDA,SI,South Indian,I,Indian,Tropical,58,93,985,13DEC2008,24DEC2008,11,-12.2,66.8
2009,BILLY,SI,South Indian,I,Indian,Not Reported,109,175,950,15DEC2008,03JAN2009,19,-17.6,117.9
2009,DONGO,SI,South Indian,I,Indian,Extratropical,69,111,978,07JAN2009,14JAN2009,7,-40.7,85.5
2009,CHARLOTTE,SP,South Pacific,P,Pacific,Not Reported,52,84,986,10JAN2009,12JAN2009,2,-16.15,140.6
2009,ERIC,SI,South Indian,I,Indian,Tropical,58,93,991,16JAN2009,22JAN2009,6,-33.1,58.4
2009,FANELE,SI,South Indian,I,Indian,Tropical,115,185,930,17JAN2009,26JAN2009,9,-20.2,42.6
2009,DOMINIC,SI,South Indian,I,Indian,Not Reported,63,101,976,24JAN2009,27JAN2009,3,-20.7,115.3
2009,HETTIE,SP,South Pacific,P,Pacific,Not Reported,40,64,995,25JAN2009,29JAN2009,4,-21.3,-177.4
2009,ELLIE,SP,South Pacific,P,Pacific,Not Reported,46,74,988,31JAN2009,01FEB2009,1,-16.59,147.6
2009,GAEL,SI,South Indian,I,Indian,Tropical,115,185,930,01FEB2009,12FEB2009,11,-19.5,51.8
2009,FREDDY,SI,South Indian,I,Indian,Not Reported,52,84,992,03FEB2009,13FEB2009,10,-16.08,110.28
2009,INNIS,SP,South Pacific,P,Pacific,Not Reported,46,74,990,13FEB2009,18FEB2009,5,-23.4,162.4
2009,HINA,SI,South Indian,I,Indian,Extratropical,66,106,976,20FEB2009,02MAR2009,10,-16,78.4
2009,GABRIELLE,SI,South Indian,I,Indian,Not Reported,40,64,996,28FEB2009,06MAR2009,6,-10.9,101.2
2009,HAMISH,SP,South Pacific,P,Pacific,Not Reported,132,212,924,05MAR2009,11MAR2009,6,-18.54,149.35
2009,JONI,SP,South Pacific,P,Pacific,Not Reported,63,101,980,10MAR2009,13MAR2009,3,-24,-159.3
2009,ILSA,SI,South Indian,I,Indian,Not Reported,104,167,958,15MAR2009,24MAR2009,9,-16.3,106.9
2009,KEN,SP,South Pacific,P,Pacific,Not Reported,58,93,985,16MAR2009,19MAR2009,3,-24.8,-161
2009,IZILDA,SI,South Indian,I,Indian,Tropical,69,111,978,22MAR2009,29MAR2009,7,-23.7,42.5
2009,JASPER,SP,South Pacific,P,Pacific,Not Reported,58,93,985,23MAR2009,24MAR2009,1,-16.05,157.9
2009,LIN,SP,South Pacific,P,Pacific,Not Reported,69,111,975,02APR2009,06APR2009,4,-21.4,-175.2
2009,JADE,SI,South Indian,I,Indian,Extratropical,81,130,948,03APR2009,12APR2009,9,-35.8,57.7
2009,BIJLI,NI,North Indian,I,Indian,Not Reported,46,74,996,14APR2009,17APR2009,3,15.5,86.5
2009,KIRRILY,SI,South Indian,I,Indian,Not Reported,40,64,999,17APR2009,01MAY2009,14,-7.4,134.9
2009,KUJIRA,WP,West Pacific,P,Pacific,Extratropical,98,158,940,01MAY2009,13MAY2009,12,17.1,131
2009,CHAN-HOM,WP,West Pacific,P,Pacific,Tropical,75,121,975,02MAY2009,13MAY2009,11,14.8,115.9
2009,AILA,NI,North Indian,I,Indian,Not Reported,69,111,968,23MAY2009,26MAY2009,3,22,88
2009,ONE,NA,North Atlantic,A,Atlantic,Disturbance,35,56,1006,26MAY2009,30MAY2009,4,37.5,-70.3
2009,LINFA,WP,West Pacific,P,Pacific,Extratropical,69,111,975,17JUN2009,30JUN2009,13,20.5,117.3
2009,ONE,EP,East Pacific,P,Pacific,Tropical,35,56,1003,17JUN2009,19JUN2009,2,17.9,-108.1
2009,ANDRES,EP,East Pacific,P,Pacific,Tropical,81,130,984,21JUN2009,24JUN2009,3,17.2,-103.1
2009,NANGKA,WP,West Pacific,P,Pacific,Tropical,46,74,994,22JUN2009,26JUN2009,4,12.3,124.2
2009,BLANCA,EP,East Pacific,P,Pacific,Disturbance,52,84,998,06JUL2009,12JUL2009,6,18,-113.4
2009,SOUDELOR,WP,West Pacific,P,Pacific,Tropical,40,64,992,09JUL2009,12JUL2009,3,19.8,115.4
2009,CARLOS,EP,East Pacific,P,Pacific,Tropical,104,167,971,10JUL2009,16JUL2009,6,10.1,-128.3
2009,DOLORES,EP,East Pacific,P,Pacific,Disturbance,58,93,997,14JUL2009,20JUL2009,6,17,-117.2
2009,MOLAVE,WP,West Pacific,P,Pacific,Tropical,75,121,975,15JUL2009,19JUL2009,4,21,119.6
2009,LANA,EP,East Pacific,P,Pacific,Disturbance,63,101,995,30JUL2009,03AUG2009,4,13.8,-146.9
2009,GONI,WP,West Pacific,P,Pacific,Tropical,46,74,990,01AUG2009,10AUG2009,9,21.3,114
2009,MORAKOT,WP,West Pacific,P,Pacific,Extratropical,86,138,945,02AUG2009,12AUG2009,10,23.4,124.6
2009,ENRIQUE,EP,East Pacific,P,Pacific,Disturbance,63,101,994,03AUG2009,08AUG2009,5,14.3,-116.3
2009,FELICIA,EP,East Pacific,P,Pacific,Disturbance,144,232,935,03AUG2009,11AUG2009,8,14.7,-130.1
2009,ETAU,WP,West Pacific,P,Pacific,Extratropical,46,74,992,08AUG2009,15AUG2009,7,30,134.4
2009,TD0813,EP,East Pacific,P,Pacific,Not Reported,40,64,1008,08AUG2009,13AUG2009,5,13.9,-171.3
2009,NINE,EP,East Pacific,P,Pacific,Disturbance,35,56,1006,09AUG2009,15AUG2009,6,14.4,-120.2
2009,ANA,NA,North Atlantic,A,Atlantic,Tropical,40,64,1003,10AUG2009,16AUG2009,6,14.4,-33.3
2009,GUILLERMO,EP,East Pacific,P,Pacific,Extratropical,127,204,954,12AUG2009,23AUG2009,11,18.7,-132.6
2009,BILL,NA,North Atlantic,A,Atlantic,Extratropical,132,212,943,15AUG2009,26AUG2009,11,17.6,-54.2
2009,CLAUDETTE,NA,North Atlantic,A,Atlantic,Tropical,58,93,1005,16AUG2009,17AUG2009,1,29.1,-85.1
2009,VAMCO,WP,West Pacific,P,Pacific,Extratropical,104,167,945,16AUG2009,26AUG2009,10,18.6,157.4
2009,HILDA,EP,East Pacific,P,Pacific,Disturbance,63,101,995,21AUG2009,31AUG2009,10,14.2,-143.6
2009,IGNACIO,EP,East Pacific,P,Pacific,Disturbance,52,84,999,24AUG2009,28AUG2009,4,18.3,-118.9
2009,DANNY,NA,North Atlantic,A,Atlantic,Tropical,58,93,1006,26AUG2009,29AUG2009,3,25.9,-71.2
2009,TWO_C,EP,East Pacific,P,Pacific,Tropical,35,56,1007,26AUG2009,29AUG2009,3,14.5,-176.3
2009,KEVIN,EP,East Pacific,P,Pacific,Disturbance,52,84,1000,27AUG2009,06SEP2009,10,13.9,-122
2009,JIMENA,EP,East Pacific,P,Pacific,Disturbance,155,249,931,28AUG2009,05SEP2009,8,18.2,-108.9
2009,KROVANH,WP,West Pacific,P,Pacific,Extratropical,69,111,975,28AUG2009,02SEP2009,5,32.7,140
2009,ERIKA,NA,North Atlantic,A,Atlantic,Disturbance,52,84,1004,01SEP2009,04SEP2009,3,16.7,-57.3
2009,DUJUAN,WP,West Pacific,P,Pacific,Extratropical,58,93,980,02SEP2009,11SEP2009,9,20,132.4
2009,LINDA,EP,East Pacific,P,Pacific,Disturbance,81,130,985,06SEP2009,15SEP2009,9,16.8,-129.2
2009,FRED,NA,North Atlantic,A,Atlantic,Disturbance,121,195,958,07SEP2009,19SEP2009,12,13.6,-32.1
2009,MUJIGAE,WP,West Pacific,P,Pacific,Tropical,46,74,994,09SEP2009,12SEP2009,3,19.8,109
2009,CHOI-WAN,WP,West Pacific,P,Pacific,Extratropical,121,195,915,12SEP2009,20SEP2009,8,17.9,145
2009,KOPPU,WP,West Pacific,P,Pacific,Tropical,75,121,975,13SEP2009,15SEP2009,2,21.5,113.1
2009,MARTY,EP,East Pacific,P,Pacific,Disturbance,46,74,1002,15SEP2009,22SEP2009,7,18.8,-112.5
2009,NORA,EP,East Pacific,P,Pacific,Disturbance,58,93,997,22SEP2009,29SEP2009,7,17.1,-118.9
2009,EIGHT,NA,North Atlantic,A,Atlantic,Tropical,35,56,1008,25SEP2009,26SEP2009,1,16.1,-31.1
2009,KETSANA,WP,West Pacific,P,Pacific,Tropical,81,130,960,25SEP2009,30SEP2009,5,15.8,111.9
2009,GRACE,NA,North Atlantic,A,Atlantic,Extratropical,63,101,986,27SEP2009,06OCT2009,9,46,-43.2
2009,PARMA,WP,West Pacific,P,Pacific,Tropical,115,185,930,27SEP2009,14OCT2009,17,11.8,131.1
2009,MELOR,WP,West Pacific,P,Pacific,Extratropical,127,204,910,29SEP2009,11OCT2009,12,17,140.9
2009,OLAF,EP,East Pacific,P,Pacific,Disturbance,46,74,996,01OCT2009,04OCT2009,3,20.4,-117.4
